CUST_CODE,LastPurshaceDate,Recency,Freqyency,Monetary,R_tertile,F_tertile,M_tertile,RFM_Score,segment_name
CUST0000732505,2008-06-29,7,10,26.78,3,1,1,311,Recent customer
CUST0000733271,2008-06-28,8,2,3.25,3,2,2,322,potential Lotalist
CUST0000733309,2007-10-01,279,1,1.49,1,3,3,133,Cannot Loose them
CUST0000733633,2008-04-25,72,3,3.2600000000000002,2,2,2,222,Average
CUST0000733647,2008-07-05,1,4,15.309999999999999,3,2,1,321,Average
CUST0000734755,2008-06-15,21,2,2.26,3,2,2,322,potential Lotalist
CUST0000735488,2007-11-04,245,1,2.38,1,3,2,132,Cannot Loose them
CUST0000735558,2008-03-28,100,2,2.44,2,2,2,222,Average
CUST0000735727,2008-06-22,14,83,133.39,3,1,1,311,Recent customer
CUST0000736244,2008-06-26,10,10,17.810000000000002,3,1,1,311,Recent customer
CUST0000737177,2008-06-13,23,2,4.779999999999999,3,2,2,322,potential Lotalist
CUST0000737431,2007-12-28,191,1,1.19,1,3,3,133,Cannot Loose them
CUST0000738459,2008-06-28,8,3,2.41,3,2,2,322,potential Lotalist
CUST0000738587,2007-10-22,258,1,1.87,1,3,3,133,Cannot Loose them
CUST0000738722,2008-02-21,136,2,4.45,1,2,2,122,About to sleep
CUST0000738850,2008-02-09,148,1,1.52,1,3,3,133,Cannot Loose them
CUST0000740681,2008-05-27,40,8,5.58,2,1,2,212,About to sleep
CUST0000741414,2008-05-09,58,1,10.14,2,3,1,231,Average
CUST0000741458,2007-07-13,359,1,0.98,1,3,3,133,Cannot Loose them
CUST0000741649,2008-07-06,0,4,4.17,3,2,2,322,potential Lotalist
CUST0000741672,2007-11-06,243,1,1.54,1,3,3,133,Cannot Loose them
CUST0000741711,2008-06-18,18,3,4.18,3,2,2,322,potential Lotalist
CUST0000742399,2008-07-06,0,18,34.6,3,1,1,311,Recent customer
CUST0000742733,2008-06-21,15,4,6.86,3,2,2,322,potential Lotalist
CUST0000742814,2008-06-17,19,2,2.54,3,2,2,322,potential Lotalist
CUST0000743591,2008-01-19,169,1,2.45,1,3,2,132,Cannot Loose them
CUST0000743903,2008-06-28,8,18,26.81,3,1,1,311,Recent customer
CUST0000744030,2007-07-10,362,1,0.31,1,3,3,133,Cannot Loose them
CUST0000744116,2008-07-05,1,7,13.32,3,1,1,311,Recent customer
CUST0000744374,2008-07-06,0,11,17.59,3,1,1,311,Recent customer
CUST0000744797,2008-04-13,84,2,2.04,2,2,2,222,Average
CUST0000744848,2007-12-21,198,1,1.64,1,3,3,133,Cannot Loose them
CUST0000745448,2008-07-01,5,38,39.85,3,1,1,311,Recent customer
CUST0000745547,2008-04-21,76,4,1.53,2,2,3,223,potential Lotalist
CUST0000747199,2008-03-23,105,2,2.99,2,2,2,222,Average
CUST0000747920,2007-12-13,206,1,1.22,1,3,3,133,Cannot Loose them
CUST0000748927,2007-11-01,248,1,1.41,1,3,3,133,Cannot Loose them
CUST0000749748,2008-01-22,166,1,0.88,1,3,3,133,Cannot Loose them
CUST0000750007,2008-05-26,41,4,15.86,2,2,1,221,About to sleep
CUST0000750601,2008-04-06,91,1,1.83,2,3,3,233,Loyal
CUST0000750899,2007-12-13,206,2,1.8599999999999999,1,2,3,123,Cannot Loose them
CUST0000751170,2008-07-02,4,14,16.61,3,1,1,311,Recent customer
CUST0000751202,2008-07-03,3,6,34.57,3,2,1,321,Average
CUST0000751265,2008-01-30,158,1,0.75,1,3,3,133,Cannot Loose them
CUST0000751461,2008-03-28,100,2,2.0300000000000002,2,2,3,223,potential Lotalist
CUST0000751850,2008-07-03,3,34,52.44,3,1,1,311,Recent customer
CUST0000751869,2008-05-05,62,4,3.5900000000000003,2,2,2,222,Average
CUST0000752141,2007-07-22,350,1,0.31,1,3,3,133,Cannot Loose them
CUST0000752269,2008-02-16,141,1,0.97,1,3,3,133,Cannot Loose them
CUST0000753831,2007-12-01,218,1,1.22,1,3,3,133,Cannot Loose them
CUST0000753873,2008-01-06,182,1,0.53,1,3,3,133,Cannot Loose them
CUST0000754113,2008-05-27,40,14,14.48,2,1,1,211,About to sleep
CUST0000754373,2008-02-07,150,1,2.01,1,3,3,133,Cannot Loose them
CUST0000754613,2008-06-11,25,4,8.93,2,2,2,222,Average
CUST0000754756,2007-08-21,320,1,2.43,1,3,2,132,Cannot Loose them
CUST0000755368,2008-06-18,18,4,4.75,3,2,2,322,potential Lotalist
CUST0000755461,2008-07-06,0,27,50.6,3,1,1,311,Recent customer
CUST0000755592,2007-09-26,284,1,2.49,1,3,2,132,Cannot Loose them
CUST0000756447,2008-06-21,15,4,3.57,3,2,2,322,potential Lotalist
CUST0000756576,2008-07-02,4,15,36.62,3,1,1,311,Recent customer
CUST0000756664,2008-02-19,138,2,2.09,1,2,2,122,About to sleep
CUST0000757747,2008-05-15,52,2,1.1099999999999999,2,2,3,223,potential Lotalist
CUST0000757776,2008-06-24,12,1,0.3,3,3,3,333,Campion
CUST0000757938,2007-12-14,205,3,1.88,1,2,3,123,Cannot Loose them
CUST0000758000,2008-06-23,13,7,6.37,3,1,2,312,Recent customer
CUST0000758019,2008-05-13,54,1,0.42,2,3,3,233,Loyal
CUST0000758027,2007-10-26,254,1,0.71,1,3,3,133,Cannot Loose them
CUST0000758391,2008-06-23,13,5,4.17,3,2,2,322,potential Lotalist
CUST0000758585,2007-09-10,300,1,0.69,1,3,3,133,Cannot Loose them
CUST0000758622,2008-06-28,8,69,128.08,3,1,1,311,Recent customer
CUST0000758706,2008-06-28,8,15,31.84,3,1,1,311,Recent customer
CUST0000759246,2008-05-03,64,1,0.37,2,3,3,233,Loyal
CUST0000759450,2008-06-21,15,1,0.94,3,3,3,333,Campion
CUST0000760654,2008-06-01,35,5,8.48,2,2,2,222,Average
CUST0000760807,2008-05-24,43,4,6.94,2,2,2,222,Average
CUST0000761090,2007-12-23,196,3,3.59,1,2,2,122,About to sleep
CUST0000761312,2007-08-14,327,1,25.3,1,3,1,131,About to sleep
CUST0000761859,2007-10-24,256,1,1.54,1,3,3,133,Cannot Loose them
CUST0000761891,2008-02-03,154,2,1.1,1,2,3,123,Cannot Loose them
CUST0000762817,2008-05-22,45,43,55.81,2,1,1,211,About to sleep
CUST0000763612,2008-02-14,143,2,2.59,1,2,2,122,About to sleep
CUST0000764003,2008-06-27,9,1,0.13,3,3,3,333,Campion
CUST0000764951,2007-09-06,304,1,0.81,1,3,3,133,Cannot Loose them
CUST0000765119,2008-07-06,0,20,50.49,3,1,1,311,Recent customer
CUST0000765440,2008-06-17,19,3,6.47,3,2,2,322,potential Lotalist
CUST0000765701,2007-11-22,227,1,1.14,1,3,3,133,Cannot Loose them
CUST0000766149,2008-05-17,50,6,8.09,2,2,2,222,Average
CUST0000766708,2008-04-04,93,1,0.85,2,3,3,233,Loyal
CUST0000766797,2008-07-06,0,3,5.56,3,2,2,322,potential Lotalist
CUST0000767243,2008-06-10,26,42,73.62,2,1,1,211,About to sleep
CUST0000767245,2008-04-02,95,1,2.05,2,3,2,232,Loyal
CUST0000768567,2007-09-30,280,2,4.0,1,2,2,122,About to sleep
CUST0000768680,2008-06-04,32,6,12.530000000000001,2,2,1,221,About to sleep
CUST0000769480,2007-11-01,248,1,0.69,1,3,3,133,Cannot Loose them
CUST0000769822,2008-06-30,6,2,1.67,3,2,3,323,Loyal
CUST0000770451,2008-06-28,8,22,22.13,3,1,1,311,Recent customer
CUST0000770636,2008-01-01,187,1,1.39,1,3,3,133,Cannot Loose them
CUST0000770701,2007-12-12,207,3,5.22,1,2,2,122,About to sleep
CUST0000770821,2008-03-03,125,3,4.0600000000000005,1,2,2,122,About to sleep
CUST0000770969,2008-07-05,1,9,10.82,3,1,1,311,Recent customer
CUST0000771481,2008-05-27,40,14,26.59,2,1,1,211,About to sleep
CUST0000771768,2008-07-06,0,141,255.89,3,1,1,311,Recent customer
CUST0000773264,2007-12-10,209,1,0.53,1,3,3,133,Cannot Loose them
CUST0000773456,2008-03-04,124,4,2.75,1,2,2,122,About to sleep
CUST0000773551,2008-06-21,15,35,45.0,3,1,1,311,Recent customer
CUST0000773965,2008-02-23,134,2,1.17,1,2,3,123,Cannot Loose them
CUST0000774121,2008-04-18,79,3,4.96,2,2,2,222,Average
CUST0000774171,2008-07-03,3,142,256.61,3,1,1,311,Recent customer
CUST0000774194,2008-06-10,26,1,1.05,2,3,3,233,Loyal
CUST0000774241,2008-07-02,4,11,7.02,3,1,2,312,Recent customer
CUST0000774348,2008-05-23,44,3,1.89,2,2,3,223,potential Lotalist
CUST0000774938,2008-06-08,28,32,39.370000000000005,2,1,1,211,About to sleep
CUST0000776274,2008-05-05,62,1,0.28,2,3,3,233,Loyal
CUST0000776350,2007-11-06,243,1,0.95,1,3,3,133,Cannot Loose them
CUST0000777781,2008-07-06,0,42,53.37,3,1,1,311,Recent customer
CUST0000777817,2008-07-02,4,3,4.09,3,2,2,322,potential Lotalist
CUST0000777978,2007-07-14,358,1,0.42,1,3,3,133,Cannot Loose them
CUST0000778112,2008-07-02,4,20,29.28,3,1,1,311,Recent customer
CUST0000778636,2008-03-17,111,5,3.3600000000000003,1,2,2,122,About to sleep
CUST0000779293,2007-08-11,330,1,1.21,1,3,3,133,Cannot Loose them
CUST0000779740,2008-05-11,56,1,1.01,2,3,3,233,Loyal
CUST0000779849,2008-06-27,9,4,9.44,3,2,2,322,potential Lotalist
CUST0000779978,2008-06-24,12,11,8.700000000000001,3,1,2,312,Recent customer
CUST0000780215,2008-06-13,23,1,0.43,3,3,3,333,Campion
CUST0000781030,2008-06-15,21,4,8.92,3,2,2,322,potential Lotalist
CUST0000781568,2008-04-26,71,2,2.41,2,2,2,222,Average
CUST0000782365,2008-01-11,177,3,2.87,1,2,2,122,About to sleep
CUST0000782711,2008-05-19,48,1,0.41,2,3,3,233,Loyal
CUST0000782803,2008-07-05,1,24,34.14,3,1,1,311,Recent customer
CUST0000783333,2008-06-30,6,35,58.51,3,1,1,311,Recent customer
CUST0000783947,2008-07-06,0,24,44.49,3,1,1,311,Recent customer
CUST0000783982,2008-01-02,186,1,0.21,1,3,3,133,Cannot Loose them
CUST0000784030,2008-06-30,6,15,40.46,3,1,1,311,Recent customer
CUST0000784216,2008-07-05,1,19,41.42,3,1,1,311,Recent customer
CUST0000785895,2008-07-02,4,70,106.01,3,1,1,311,Recent customer
CUST0000785905,2007-09-02,308,1,0.61,1,3,3,133,Cannot Loose them
CUST0000786123,2007-11-05,244,1,0.67,1,3,3,133,Cannot Loose them
CUST0000787823,2008-02-04,153,7,7.869999999999999,1,1,2,112,About to sleep
CUST0000787846,2008-04-26,71,12,51.510000000000005,2,1,1,211,About to sleep
CUST0000787886,2008-06-13,23,1,0.24,3,3,3,333,Campion
CUST0000788454,2008-07-03,3,20,25.29,3,1,1,311,Recent customer
CUST0000789660,2008-05-16,51,4,5.55,2,2,2,222,Average
CUST0000789670,2008-06-18,18,4,4.4,3,2,2,322,potential Lotalist
CUST0000790456,2008-06-03,33,6,6.01,2,2,2,222,Average
CUST0000791596,2007-12-05,214,1,1.64,1,3,3,133,Cannot Loose them
CUST0000791696,2008-07-05,1,11,21.71,3,1,1,311,Recent customer
CUST0000791897,2008-05-30,37,7,13.459999999999999,2,1,1,211,About to sleep
CUST0000792393,2008-07-02,4,2,6.06,3,2,2,322,potential Lotalist
CUST0000793220,2008-03-24,104,1,0.94,2,3,3,233,Loyal
CUST0000793932,2007-12-12,207,3,3.7299999999999995,1,2,2,122,About to sleep
CUST0000794299,2008-06-07,29,1,23.41,2,3,1,231,Average
CUST0000794328,2008-06-30,6,69,239.75,3,1,1,311,Recent customer
CUST0000794346,2008-04-25,72,2,6.72,2,2,2,222,Average
CUST0000794405,2007-12-08,211,1,0.38,1,3,3,133,Cannot Loose them
CUST0000794408,2008-03-02,126,3,0.74,1,2,3,123,Cannot Loose them
CUST0000794560,2007-08-19,322,1,0.47,1,3,3,133,Cannot Loose them
CUST0000794855,2008-06-07,29,14,23.54,2,1,1,211,About to sleep
CUST0000795305,2008-06-07,29,2,0.72,2,2,3,223,potential Lotalist
CUST0000795333,2008-06-28,8,17,33.68,3,1,1,311,Recent customer
CUST0000795637,2008-06-07,29,3,2.0300000000000002,2,2,3,223,potential Lotalist
CUST0000795837,2008-02-17,140,1,2.03,1,3,3,133,Cannot Loose them
CUST0000796097,2007-08-13,328,2,2.66,1,2,2,122,About to sleep
CUST0000796361,2008-04-09,88,8,46.16,2,1,1,211,About to sleep
CUST0000796375,2008-06-04,32,19,23.91,2,1,1,211,About to sleep
CUST0000796401,2008-06-16,20,6,7.74,3,2,2,322,potential Lotalist
CUST0000796427,2008-05-16,51,3,85.82000000000001,2,2,1,221,About to sleep
CUST0000797009,2007-10-14,266,1,0.61,1,3,3,133,Cannot Loose them
CUST0000797327,2008-04-08,89,1,1.68,2,3,3,233,Loyal
CUST0000797393,2008-03-23,105,4,4.2700000000000005,2,2,2,222,Average
CUST0000797575,2008-06-13,23,1,0.98,3,3,3,333,Campion
CUST0000797618,2008-03-10,118,2,2.55,1,2,2,122,About to sleep
CUST0000798390,2008-06-22,14,2,0.64,3,2,3,323,Loyal
CUST0000798581,2008-06-07,29,8,10.48,2,1,1,211,About to sleep
CUST0000798710,2007-10-14,266,3,5.43,1,2,2,122,About to sleep
CUST0000799033,2007-11-02,247,3,3.88,1,2,2,122,About to sleep
CUST0000800043,2008-06-10,26,2,1.36,2,2,3,223,potential Lotalist
CUST0000800070,2008-07-05,1,66,109.39999999999999,3,1,1,311,Recent customer
CUST0000800372,2008-06-03,33,5,9.26,2,2,2,222,Average
CUST0000801239,2008-07-04,2,118,289.44,3,1,1,311,Recent customer
CUST0000801648,2008-06-30,6,9,15.180000000000001,3,1,1,311,Recent customer
CUST0000802771,2007-10-30,250,1,0.5,1,3,3,133,Cannot Loose them
CUST0000803062,2008-06-18,18,5,6.67,3,2,2,322,potential Lotalist
CUST0000803569,2008-03-24,104,1,0.31,2,3,3,233,Loyal
CUST0000804047,2008-01-09,179,1,2.08,1,3,2,132,Cannot Loose them
CUST0000804061,2008-04-28,69,12,10.79,2,1,1,211,About to sleep
CUST0000804514,2007-10-19,261,1,9.5,1,3,2,132,Cannot Loose them
CUST0000805189,2008-03-26,102,4,11.209999999999999,2,2,1,221,About to sleep
CUST0000805341,2008-05-04,63,31,54.199999999999996,2,1,1,211,About to sleep
CUST0000805965,2008-04-20,77,4,0.9299999999999999,2,2,3,223,potential Lotalist
CUST0000806159,2008-01-12,176,4,5.62,1,2,2,122,About to sleep
CUST0000806205,2008-07-06,0,2,3.1500000000000004,3,2,2,322,potential Lotalist
CUST0000806335,2007-11-01,248,2,0.73,1,2,3,123,Cannot Loose them
CUST0000806887,2008-01-31,157,1,0.68,1,3,3,133,Cannot Loose them
CUST0000807189,2008-03-06,122,3,1.69,1,2,3,123,Cannot Loose them
CUST0000807628,2007-08-02,339,1,0.43,1,3,3,133,Cannot Loose them
CUST0000808725,2008-04-27,70,1,1.37,2,3,3,233,Loyal
CUST0000809769,2008-07-04,2,78,101.93,3,1,1,311,Recent customer
CUST0000809847,2007-08-04,337,2,4.49,1,2,2,122,About to sleep
CUST0000809879,2008-07-04,2,15,25.43,3,1,1,311,Recent customer
CUST0000811062,2008-04-19,78,1,1.41,2,3,3,233,Loyal
CUST0000811783,2008-07-04,2,108,212.45,3,1,1,311,Recent customer
CUST0000812185,2008-05-13,54,2,3.44,2,2,2,222,Average
CUST0000812410,2008-07-01,5,43,54.42,3,1,1,311,Recent customer
CUST0000812846,2008-05-15,52,3,12.16,2,2,1,221,About to sleep
CUST0000813838,2008-04-24,73,5,7.97,2,2,2,222,Average
CUST0000814186,2008-03-20,108,4,6.45,2,2,2,222,Average
CUST0000817000,2008-06-10,26,14,20.21,2,1,1,211,About to sleep
CUST0000817180,2007-08-05,336,1,0.92,1,3,3,133,Cannot Loose them
CUST0000817553,2008-05-29,38,8,10.39,2,1,1,211,About to sleep
CUST0000817762,2008-06-15,21,3,5.87,3,2,2,322,potential Lotalist
CUST0000817961,2008-06-25,11,3,7.12,3,2,2,322,potential Lotalist
CUST0000818265,2007-12-04,215,1,0.91,1,3,3,133,Cannot Loose them
CUST0000818491,2007-12-27,192,1,1.43,1,3,3,133,Cannot Loose them
CUST0000818780,2008-01-01,187,3,5.459999999999999,1,2,2,122,About to sleep
CUST0000819966,2008-06-22,14,3,3.21,3,2,2,322,potential Lotalist
CUST0000820228,2008-05-28,39,1,2.11,2,3,2,232,Loyal
CUST0000820340,2008-06-08,28,5,6.48,2,2,2,222,Average
CUST0000820750,2008-07-06,0,295,436.39,3,1,1,311,Recent customer
CUST0000821098,2008-02-29,128,1,1.74,1,3,3,133,Cannot Loose them
CUST0000821834,2008-05-16,51,2,1.6,2,2,3,223,potential Lotalist
CUST0000822523,2008-04-23,74,2,1.49,2,2,3,223,potential Lotalist
CUST0000823177,2008-04-23,74,2,2.08,2,2,2,222,Average
CUST0000823489,2008-06-17,19,3,4.2,3,2,2,322,potential Lotalist
CUST0000823610,2008-05-13,54,3,2.25,2,2,2,222,Average
CUST0000825158,2008-02-29,128,2,2.58,1,2,2,122,About to sleep
CUST0000825437,2008-06-26,10,3,3.36,3,2,2,322,potential Lotalist
CUST0000825766,2008-03-22,106,2,0.92,2,2,3,223,potential Lotalist
CUST0000826662,2008-06-29,7,22,33.3,3,1,1,311,Recent customer
CUST0000826917,2008-03-15,113,2,0.63,1,2,3,123,Cannot Loose them
CUST0000826933,2008-07-04,2,60,73.02,3,1,1,311,Recent customer
CUST0000827074,2008-04-25,72,4,3.52,2,2,2,222,Average
CUST0000827833,2008-07-06,0,78,101.05,3,1,1,311,Recent customer
CUST0000828190,2008-06-30,6,10,12.79,3,1,1,311,Recent customer
CUST0000828233,2008-02-29,128,1,2.47,1,3,2,132,Cannot Loose them
CUST0000828268,2008-06-22,14,7,20.22,3,1,1,311,Recent customer
CUST0000829905,2008-06-25,11,6,23.47,3,2,1,321,Average
CUST0000830687,2008-06-19,17,18,30.72,3,1,1,311,Recent customer
CUST0000830944,2008-06-26,10,6,7.84,3,2,2,322,potential Lotalist
CUST0000831416,2008-06-29,7,13,16.99,3,1,1,311,Recent customer
CUST0000831683,2007-07-10,362,1,0.56,1,3,3,133,Cannot Loose them
CUST0000832014,2007-12-21,198,1,0.34,1,3,3,133,Cannot Loose them
CUST0000832081,2008-06-03,33,5,5.0600000000000005,2,2,2,222,Average
CUST0000832236,2008-05-23,44,10,12.67,2,1,1,211,About to sleep
CUST0000832547,2008-06-29,7,31,34.48,3,1,1,311,Recent customer
CUST0000833037,2008-07-02,4,13,20.8,3,1,1,311,Recent customer
CUST0000833188,2007-12-31,188,1,1.5,1,3,3,133,Cannot Loose them
CUST0000833210,2007-07-25,347,2,0.79,1,2,3,123,Cannot Loose them
CUST0000833340,2007-09-27,283,1,1.2,1,3,3,133,Cannot Loose them
CUST0000835262,2008-01-11,177,2,5.76,1,2,2,122,About to sleep
CUST0000835289,2007-11-18,231,2,1.76,1,2,3,123,Cannot Loose them
CUST0000835681,2008-05-09,58,3,1.85,2,2,3,223,potential Lotalist
CUST0000836210,2008-06-26,10,64,105.74,3,1,1,311,Recent customer
CUST0000836279,2008-06-05,31,2,2.55,2,2,2,222,Average
CUST0000836364,2008-06-05,31,11,17.060000000000002,2,1,1,211,About to sleep
CUST0000836803,2008-06-01,35,12,15.05,2,1,1,211,About to sleep
CUST0000836989,2008-04-02,95,7,11.15,2,1,1,211,About to sleep
CUST0000837073,2008-06-28,8,2,1.65,3,2,3,323,Loyal
CUST0000837294,2008-04-14,83,6,11.489999999999998,2,2,1,221,About to sleep
CUST0000837778,2008-06-27,9,26,42.56,3,1,1,311,Recent customer
CUST0000838387,2008-05-28,39,17,20.63,2,1,1,211,About to sleep
CUST0000839085,2008-05-29,38,6,9.41,2,2,2,222,Average
CUST0000839174,2008-07-01,5,14,18.4,3,1,1,311,Recent customer
CUST0000840254,2008-06-27,9,31,50.34,3,1,1,311,Recent customer
CUST0000840264,2007-09-11,299,3,3.47,1,2,2,122,About to sleep
CUST0000840631,2008-06-24,12,4,12.129999999999999,3,2,1,321,Average
CUST0000840836,2008-06-22,14,2,1.02,3,2,3,323,Loyal
CUST0000841023,2008-07-02,4,7,6.09,3,1,2,312,Recent customer
CUST0000841801,2007-09-18,292,1,0.45,1,3,3,133,Cannot Loose them
CUST0000842243,2008-06-12,24,25,28.82,2,1,1,211,About to sleep
CUST0000842351,2007-12-23,196,3,5.29,1,2,2,122,About to sleep
CUST0000842933,2008-07-06,0,7,9.93,3,1,2,312,Recent customer
CUST0000843084,2008-04-15,82,4,4.93,2,2,2,222,Average
CUST0000843107,2008-06-10,26,4,17.17,2,2,1,221,About to sleep
CUST0000843587,2007-10-28,252,1,12.51,1,3,1,131,About to sleep
CUST0000843588,2008-04-07,90,1,0.58,2,3,3,233,Loyal
CUST0000843590,2008-04-08,89,12,20.009999999999998,2,1,1,211,About to sleep
CUST0000843605,2007-10-07,273,1,3.21,1,3,2,132,Cannot Loose them
CUST0000844393,2008-06-20,16,21,25.5,3,1,1,311,Recent customer
CUST0000844640,2008-07-05,1,137,244.33,3,1,1,311,Recent customer
CUST0000844929,2008-05-12,55,2,2.04,2,2,2,222,Average
CUST0000845370,2008-04-09,88,1,0.36,2,3,3,233,Loyal
CUST0000845375,2008-07-06,0,58,83.4,3,1,1,311,Recent customer
CUST0000845963,2007-12-04,215,1,0.5,1,3,3,133,Cannot Loose them
CUST0000845975,2008-06-29,7,23,37.5,3,1,1,311,Recent customer
CUST0000846433,2008-05-07,60,8,8.77,2,1,2,212,About to sleep
CUST0000847166,2007-12-05,214,1,9.48,1,3,2,132,Cannot Loose them
CUST0000847306,2008-06-16,20,2,2.74,3,2,2,322,potential Lotalist
CUST0000848108,2008-07-06,0,57,57.26,3,1,1,311,Recent customer
CUST0000848249,2008-04-06,91,4,2.45,2,2,2,222,Average
CUST0000848359,2008-06-13,23,3,3.5,3,2,2,322,potential Lotalist
CUST0000848593,2008-04-15,82,10,7.76,2,1,2,212,About to sleep
CUST0000849376,2008-02-03,154,2,6.59,1,2,2,122,About to sleep
CUST0000849495,2008-04-17,80,6,5.12,2,2,2,222,Average
CUST0000850316,2008-02-24,133,1,0.85,1,3,3,133,Cannot Loose them
CUST0000850318,2007-12-16,203,1,5.77,1,3,2,132,Cannot Loose them
CUST0000851524,2008-06-28,8,25,33.62,3,1,1,311,Recent customer
CUST0000851918,2008-02-15,142,1,1.53,1,3,3,133,Cannot Loose them
CUST0000852210,2007-10-07,273,1,0.21,1,3,3,133,Cannot Loose them
CUST0000852235,2008-05-16,51,3,15.51,2,2,1,221,About to sleep
CUST0000852304,2008-07-01,5,66,121.98,3,1,1,311,Recent customer
CUST0000852856,2007-08-25,316,1,1.54,1,3,3,133,Cannot Loose them
CUST0000853200,2008-05-29,38,2,1.92,2,2,3,223,potential Lotalist
CUST0000853439,2007-07-22,350,1,1.11,1,3,3,133,Cannot Loose them
CUST0000854585,2008-06-03,33,3,11.320000000000002,2,2,1,221,About to sleep
CUST0000856007,2008-01-17,171,3,13.05,1,2,1,121,About to sleep
CUST0000856485,2008-05-02,65,1,1.48,2,3,3,233,Loyal
CUST0000856600,2008-06-20,16,9,9.98,3,1,2,312,Recent customer
CUST0000857799,2008-01-17,171,6,12.15,1,2,1,121,About to sleep
CUST0000858368,2008-05-15,52,10,14.43,2,1,1,211,About to sleep
CUST0000859124,2008-06-15,21,5,8.06,3,2,2,322,potential Lotalist
CUST0000859256,2008-05-15,52,9,17.81,2,1,1,211,About to sleep
CUST0000859609,2007-09-27,283,1,0.91,1,3,3,133,Cannot Loose them
CUST0000859698,2007-08-18,323,2,0.8600000000000001,1,2,3,123,Cannot Loose them
CUST0000860570,2008-01-31,157,1,0.55,1,3,3,133,Cannot Loose them
CUST0000860647,2008-01-20,168,6,9.26,1,2,2,122,About to sleep
CUST0000860993,2008-06-29,7,15,24.64,3,1,1,311,Recent customer
CUST0000861484,2008-06-28,8,4,3.71,3,2,2,322,potential Lotalist
CUST0000861708,2008-05-05,62,5,5.62,2,2,2,222,Average
CUST0000862112,2008-05-09,58,12,11.89,2,1,1,211,About to sleep
CUST0000862205,2007-10-06,274,1,0.3,1,3,3,133,Cannot Loose them
CUST0000862295,2008-06-18,18,22,42.74,3,1,1,311,Recent customer
CUST0000862349,2008-04-04,93,3,3.7199999999999998,2,2,2,222,Average
CUST0000863281,2007-11-16,233,1,0.36,1,3,3,133,Cannot Loose them
CUST0000863326,2008-07-02,4,41,58.38,3,1,1,311,Recent customer
CUST0000863361,2008-07-06,0,24,27.64,3,1,1,311,Recent customer
CUST0000863429,2008-03-20,108,4,3.5700000000000003,2,2,2,222,Average
CUST0000864227,2008-06-06,30,4,4.63,2,2,2,222,Average
CUST0000865076,2008-06-14,22,2,4.41,3,2,2,322,potential Lotalist
CUST0000865151,2008-06-21,15,2,2.8200000000000003,3,2,2,322,potential Lotalist
CUST0000866456,2008-02-05,152,1,0.33,1,3,3,133,Cannot Loose them
CUST0000867522,2008-02-14,143,3,4.5600000000000005,1,2,2,122,About to sleep
CUST0000868061,2008-07-05,1,14,10.26,3,1,1,311,Recent customer
CUST0000868707,2008-03-26,102,3,3.7199999999999998,2,2,2,222,Average
CUST0000868779,2008-06-26,10,21,24.25,3,1,1,311,Recent customer
CUST0000868846,2008-05-01,66,2,2.0300000000000002,2,2,3,223,potential Lotalist
CUST0000869175,2008-06-19,17,9,12.95,3,1,1,311,Recent customer
CUST0000869224,2008-05-11,56,3,3.31,2,2,2,222,Average
CUST0000869424,2008-03-24,104,6,6.18,2,2,2,222,Average
CUST0000869779,2008-06-06,30,3,18.779999999999998,2,2,1,221,About to sleep
CUST0000869849,2008-06-29,7,5,12.95,3,2,1,321,Average
CUST0000870757,2008-03-08,120,1,2.07,1,3,2,132,Cannot Loose them
CUST0000871223,2007-10-20,260,1,0.21,1,3,3,133,Cannot Loose them
CUST0000871534,2008-05-18,49,5,8.73,2,2,2,222,Average
CUST0000871655,2008-06-12,24,1,3.27,2,3,2,232,Loyal
CUST0000871730,2008-07-06,0,90,511.05,3,1,1,311,Recent customer
CUST0000872455,2008-06-29,7,73,252.38,3,1,1,311,Recent customer
CUST0000873055,2007-07-15,357,1,0.39,1,3,3,133,Cannot Loose them
CUST0000873425,2008-06-08,28,12,10.08,2,1,1,211,About to sleep
CUST0000874376,2007-11-14,235,1,1.54,1,3,3,133,Cannot Loose them
CUST0000874715,2007-10-12,268,3,2.4699999999999998,1,2,2,122,About to sleep
CUST0000875523,2008-02-07,150,5,5.66,1,2,2,122,About to sleep
CUST0000875791,2008-05-15,52,11,9.25,2,1,2,212,About to sleep
CUST0000876668,2008-04-24,73,8,10.190000000000001,2,1,1,211,About to sleep
CUST0000876693,2008-02-05,152,1,0.88,1,3,3,133,Cannot Loose them
CUST0000877762,2008-06-18,18,16,26.6,3,1,1,311,Recent customer
CUST0000878036,2007-11-16,233,1,0.5,1,3,3,133,Cannot Loose them
CUST0000878416,2008-06-23,13,3,4.61,3,2,2,322,potential Lotalist
CUST0000878958,2008-05-10,57,2,1.3599999999999999,2,2,3,223,potential Lotalist
CUST0000878990,2008-05-27,40,7,31.47,2,1,1,211,About to sleep
CUST0000879015,2007-07-23,349,1,0.49,1,3,3,133,Cannot Loose them
CUST0000879560,2008-06-29,7,1,1.52,3,3,3,333,Campion
CUST0000880238,2008-04-30,67,9,14.0,2,1,1,211,About to sleep
CUST0000881135,2007-07-17,355,1,0.92,1,3,3,133,Cannot Loose them
CUST0000881224,2007-09-22,288,1,0.51,1,3,3,133,Cannot Loose them
CUST0000881252,2007-10-23,257,1,1.02,1,3,3,133,Cannot Loose them
CUST0000881765,2008-06-14,22,9,7.34,3,1,2,312,Recent customer
